file	index	kind	names	start	end	lines	exported	default
frontend/components/exam/reading-exam-preview.tsx	42	FunctionDeclaration	clampSplitRatio	333	335	3	false	false
frontend/components/exam/reading-exam-preview.tsx	43	FunctionDeclaration	clampFontScale	337	339	3	false	false
frontend/components/exam/reading-exam-preview.tsx	44	FunctionDeclaration	typeLabel	341	365	25	false	false
frontend/components/exam/reading-exam-preview.tsx	45	FunctionDeclaration	isMcq	367	369	3	false	false
frontend/components/exam/reading-exam-preview.tsx	46	FunctionDeclaration	isMcqMultiple	371	373	3	false	false
frontend/components/exam/reading-exam-preview.tsx	47	FunctionDeclaration	isTfng	375	377	3	false	false
frontend/components/exam/reading-exam-preview.tsx	48	FunctionDeclaration	isYnng	379	381	3	false	false
frontend/components/exam/reading-exam-preview.tsx	49	FunctionDeclaration	isMatching	383	385	3	false	false
frontend/components/exam/reading-exam-preview.tsx	50	FunctionDeclaration	isCompletion	387	389	3	false	false
frontend/components/exam/reading-exam-preview.tsx	51	FunctionDeclaration	isWordBankCompletion	391	393	3	false	false
frontend/components/exam/reading-exam-preview.tsx	52	FunctionDeclaration	isFreeTextSummaryCompletion	395	397	3	false	false
frontend/components/exam/reading-exam-preview.tsx	53	FunctionDeclaration	isPlanMapLabeling	399	401	3	false	false
frontend/components/exam/reading-exam-preview.tsx	54	FunctionDeclaration	paragraphLabelFromPrompt	403	406	4	false	false
frontend/components/exam/reading-exam-preview.tsx	55	FunctionDeclaration	usesBracketCompletionLayout	408	418	11	false	false
frontend/components/exam/reading-exam-preview.tsx	56	FunctionDeclaration	splitOptionLines	420	425	6	false	false
frontend/components/exam/reading-exam-preview.tsx	57	FunctionDeclaration	normalizeInlineBlankPlaceholders	427	429	3	false	false
frontend/components/exam/reading-exam-preview.tsx	58	FunctionDeclaration	hasFlowChartSeparators	431	433	3	false	false
frontend/components/exam/reading-exam-preview.tsx	59	FunctionDeclaration	optionValue	435	442	8	false	false
frontend/components/exam/reading-exam-preview.tsx	60	FunctionDeclaration	optionText	444	451	8	false	false
frontend/components/exam/reading-exam-preview.tsx	61	FunctionDeclaration	normalizeOptionList	453	457	5	false	false
frontend/components/exam/reading-exam-preview.tsx	62	FunctionDeclaration	typedOptionLines	459	466	8	false	false
frontend/components/exam/reading-exam-preview.tsx	63	FunctionDeclaration	sharedOrQuestionOptions	468	473	6	false	false
frontend/components/exam/reading-exam-preview.tsx	64	FunctionDeclaration	typedQuestionOptionLines	475	493	19	false	false
frontend/components/exam/reading-exam-preview.tsx	65	FunctionDeclaration	typedOptionView	495	497	3	false	false
frontend/components/exam/reading-exam-preview.tsx	66	FunctionDeclaration	normalizeHeadingComparableValue	499	501	3	false	false
frontend/components/exam/reading-exam-preview.tsx	67	FunctionDeclaration	parsePassageBlockStyle	503	533	31	false	false
frontend/components/exam/reading-exam-preview.tsx	68	FunctionDeclaration	parseBraceBoldSegments	534	563	30	false	false
frontend/components/exam/reading-exam-preview.tsx	69	FunctionDeclaration	parseInlineItalicSegments	565	586	22	false	false
frontend/components/exam/reading-exam-preview.tsx	70	FunctionDeclaration	getHighlightNodePlainTextLength	588	610	23	false	false
frontend/components/exam/reading-exam-preview.tsx	71	FunctionDeclaration	getHighlightTextOffset	612	666	55	false	false
frontend/components/exam/reading-exam-preview.tsx	72	FunctionDeclaration	getHighlightTextOffsets	668	673	6	false	false
frontend/components/exam/reading-exam-preview.tsx	73	FunctionDeclaration	parseBraceBoldText	675	717	43	false	false
frontend/components/exam/reading-exam-preview.tsx	74	FunctionDeclaration	parseBinaryInstructionLayout	719	749	31	false	false
frontend/components/exam/reading-exam-preview.tsx	75	FunctionDeclaration	softenInstructionText	751	755	5	false	false
frontend/components/exam/reading-exam-preview.tsx	76	FunctionDeclaration	parseCompletionTableLayout	757	795	39	false	false
frontend/components/exam/reading-exam-preview.tsx	77	FunctionDeclaration	toggleMultiValue	798	810	13	false	false
frontend/components/exam/reading-exam-preview.tsx	78	FunctionDeclaration	hasMultiValue	812	818	7	false	false
frontend/components/exam/reading-exam-preview.tsx	79	FunctionDeclaration	mcMultipleQuestionWeight	820	832	13	false	false
frontend/components/exam/reading-exam-preview.tsx	80	FunctionDeclaration	answeredQuestionWeight	834	846	13	false	false
frontend/components/exam/reading-exam-preview.tsx	81	FunctionDeclaration	isQuestionFullyAnswered	848	854	7	false	false
frontend/components/exam/reading-exam-preview.tsx	82	FunctionDeclaration	questionDisplaySlots	856	868	13	false	false
frontend/components/exam/reading-exam-preview.tsx	83	FunctionDeclaration	primaryQuestionDisplayLabel	870	872	3	false	false
frontend/components/exam/reading-exam-preview.tsx	84	FunctionDeclaration	questionRangeLabelForGroup	874	879	6	false	false
frontend/components/exam/reading-exam-preview.tsx	85	FunctionDeclaration	isGenericQuestionGroupTitle	881	883	3	false	false
frontend/components/exam/reading-exam-preview.tsx	86	FunctionDeclaration	shouldRenderCustomGroupTitle	885	897	13	false	false
frontend/components/exam/reading-exam-preview.tsx	87	FunctionDeclaration	sectionKeyForParagraph	899	901	3	false	false
frontend/components/exam/reading-exam-preview.tsx	88	FunctionDeclaration	sectionKeyForGroup	903	905	3	false	false
frontend/components/exam/reading-exam-preview.tsx	89	FunctionDeclaration	findSectionIdForQuestion	907	920	14	false	false
frontend/components/exam/reading-exam-preview.tsx	90	FunctionDeclaration	normalizeSectionTimeSpentSeconds	922	932	11	false	false
frontend/components/exam/reading-exam-preview.tsx	91	FunctionDeclaration	mergeSectionTimeSpentSeconds	934	943	10	false	false
frontend/components/exam/reading-exam-preview.tsx	92	FunctionDeclaration	normalizeQuestionTypeKey	945	957	13	false	false
frontend/components/exam/reading-exam-preview.tsx	93	FunctionDeclaration	resolveInitialReviewTarget	959	994	36	false	false
frontend/components/exam/reading-exam-preview.tsx	94	FunctionDeclaration	ReadingExamPreview	996	5265	4270	true	false
frontend/app/(app)/speaking/speaking-page-client.tsx	1	ExpressionStatement		1	1	1	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	2	ImportDeclaration	Link	3	3	1	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	3	ImportDeclaration	Sora	4	4	1	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	4	ImportDeclaration	useRouter,useSearchParams	5	5	1	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	5	ImportDeclaration	useCallback,useEffect,useMemo,useRef,useState,ReactNode	6	6	1	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	6	ImportDeclaration	AlertCircle,ArrowLeft,Check,CheckCircle2,ClipboardCheck,Clock3,FileAudio,Flame,Loader2,MessageCircle,MessagesSquare,Mic2,RefreshCcw,Sparkles,Star,StickyNote,User,Wifi,LucideIcon	7	27	21	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	7	ImportDeclaration	createApiClient,SpeakingDiarizedTranscriptItem,SpeakingEntryMode,SpeakingSessionResult,SpeakingTestListItem,SpeakingTopicItem	29	36	8	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	8	ImportDeclaration	getFrontendClientWebSocketApiBaseUrl	37	37	1	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	9	ImportDeclaration	isSpeakingSessionClosingMessage,PART_1_QUESTION_COUNT	38	38	1	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	10	ImportDeclaration	buildMicrophoneCheckHref,buildRoastSpeakingHref,buildSpeakingTopicPickerHref,clampSpeakingPart,isPartPracticeEntryMode,normalizeSpeakingEntryMode,parseSpeakingTopicLabels,SpeakingAiMode	39	48	10	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	11	ImportDeclaration	cn	49	49	1	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	12	ImportDeclaration	SpeakingAiSphere,speakingSphereStateFromLiveStatus	50	50	1	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	13	ImportDeclaration	useAuthStore	51	51	1	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	14	FirstStatement	display	53	57	5	false	false
frontend/app/(app)/speaking/speaking-page-client.tsx	15	TypeAliasDeclaration	LiveStatus	59	59	1	true	false
